Num_ANEW;ANEW;Eng_Word;Ita_Word;WordClass;Specificity_scaled
265;1;loyal;leale;a;3.1625806451612903
254;1;leprosy;lebbra;s;4.5131428571428565
845;1;legend;leggenda;s;2.257142857142857
988;1;soothe;lenire;v;2.6796973518285
982;1;slow;lento;a;2.323870967741936
518;1;lion;leone;s;3.914285714285714
597;1;lesbian;lesbica;s;4.113142857142858
865;1;manure;letame;s;3.914285714285714
846;1;letter;lettera;s;2.0285714285714285
549;1;bed;letto;s;3.6011428571428565
255;1;liberty;liberazione;s;2.113142857142857
172;1;free;libero;a;2.1277419354838707
173;1;freedom;libertà;s;1.9988571428571429
-;0;bookcase;libreria;s;3.1142857142857143
47;1;book;libro;s;2.4285714285714293
984;1;smooth;liscio;a;3.0
338;1;quarrel;litigio;s;3.1988571428571433
751;1;fight;lotta;s;2.0857142857142854
853;1;lottery;lotteria;s;3.1988571428571433
716;1;daylight;luce;s;2.3714285714285714
671;1;bright;luminoso;a;3.0335483870967743
883;1;moody;lunatico;a;3.2580645161290325
268;1;luxury;lusso;s;2.2868571428571425
519;1;lust;lussuria;s;3.1142857142857143
656;1;bereavement;lutto;s;3.2582857142857145
855;1;machine;macchina;s;1.5988571428571428
397;1;slaughter;macello;s;2.9428571428571435
286;1;mother;madre;s;2.8011428571428567
858;1;magical;magico;a;2.2903225806451615
271;1;masterful;magistrale;a;3.2245161290322586
-;0;sweater;maglia;s;2.142857142857143
431;1;terrific;magnifico;a;1.9677419354838708
937;1;pig;maiale;s;3.628571428571429
390;1;sickness;malanno;s;1.9714285714285715
860;1;malaria;malaria;s;4.5131428571428565
804;1;illness;malattia;s;1.5988571428571428
726;1;discomfort;malessere;s;2.0582857142857143
270;1;malice;malevolenza;s;2.6274285714285712
136;1;eat;mangiare;v;1.5018915510718789
732;1;dummy;manichino;s;3.886857142857143
778;1;hand;mano;s;3.3154285714285714
1006;1;tamper;manomettere;v;4.40983606557377
634;1;alimony;mantenimento;s;2.858285714285714
-;0;daisy;margherita;s;4.0285714285714285
198;1;hammer;martello;s;3.7428571428571433
867;1;massacre;massacro;s;2.970285714285714
599;1;masturbate;masturbarsi;v;4.669609079445144
309;1;pencil;matita;s;3.3725714285714288
491;1;wedding;matrimonio;s;3.886857142857143
869;1;medicine;medicina;s;1.7999999999999998
400;1;slime;melma;s;3.7428571428571433
870;1;melody;melodia;s;2.858285714285714
274;1;memory;memoria;s;1.7154285714285713
36;1;beggar;mendicante;a;4.67741935483871
864;1;mantel;mensola;s;3.141714285714286
877;1;mind;mente;s;2.0857142857142854
685;1;chin;mento;s;3.7725714285714287
499;1;wonder;meraviglia;s;1.7725714285714285
866;1;market;mercato;s;2.257142857142857
283;1;month;mese;s;2.3988571428571426
-;0;ladle;mestolo;s;4.401142857142856
874;1;metal;metallo;s;1.5142857142857142
875;1;method;metodo;s;2.0857142857142854
792;1;honey;miele;s;3.7428571428571433
226;1;improve;migliorare;v;1.471626733921816
275;1;menace;minaccia;s;2.113142857142857
279;1;miracle;miracolo;s;2.4857142857142858
879;1;misery;miseria;s;2.2
273;1;meek;mite;a;2.612903225806452
881;1;mobility;mobilità;s;1.7999999999999998
280;1;modest;modesto;a;1.8722580645161293
863;1;manner;modo;s;1.342857142857143
1031;1;wife;moglie;s;3.7725714285714287
281;1;moment;momento;s;1.9417142857142855
500;1;world;mondo;s;1.9714285714285715
692;1;coin;moneta;s;2.8285714285714287
287;1;mountain;montagna;s;2.771428571428572
986;1;soft;morbido;a;3.0645161290322585
272;1;measles;morbillo;s;5.0
284;1;morbid;morboso;a;4.096774193548389
100;1;death;morte;s;2.7142857142857144
1021;1;tune;motivo;s;1.7154285714285713
-;0;motorcycle;motocicletta;s;3.3428571428571425
148;1;engine;motore;s;2.515428571428572
554;1;cow;mucca;s;4.001142857142857
886;1;mucus;muco;s;4.001142857142857
179;1;fungus;muffa;s;3.571428571428572
888;1;muffin;muffin;s;4.741714285714286
1032;1;windmill;mulino;s;3.685714285714286
-;0;wall;muro;s;3.0845714285714285
290;1;muscular;muscoloso;a;4.385806451612903
889;1;museum;museo;s;2.3988571428571426
291;1;music;musica;s;1.685714285714286
890;1;mutation;mutazione;s;2.2274285714285718
292;1;mutilate;mutilare;v;3.799495586380832
894;1;narcotic;narcotico;a;4.548387096774194
207;1;hide;nascondere;v;1.9785624211853718
-;0;nose;naso;s;3.8
293;1;nature;natura;s;1.2011428571428568
896;1;natural;naturale;a;1.3225806451612905
388;1;ship;nave;s;2.5428571428571427
898;1;neglect;negligenza;s;3.1714285714285717
899;1;nervous;nervoso;a;2.7083870967741936
294;1;nectar;nettare;s;4.113142857142858
575;1;snow;neve;s;2.9428571428571435
900;1;neurotic;nevrotico;a;4.67741935483871
836;1;knot;nodo;s;2.970285714285714
146;1;ennui;noia;s;1.9417142857142855
893;1;name;nome;s;1.544
901;1;news;notizie;s;1.544
576;1;swimmer;nuotatore;s;3.827428571428572
907;1;nourish;nutrire;v;2.3745271122320304
533;1;clouds;nuvole;s;2.858285714285714
